id;instituicao;nome_categoria;categoria_instituicao
4831;Guarda Municipal de São Francisco de Itabapoana;Guarda Municipal;5
4832;Guarda Municipal de São Francisco de Paula;Guarda Municipal;5
4833;Guarda Municipal de São Francisco de Paula;Guarda Municipal;5
4834;Guarda Municipal de São Francisco de Sales;Guarda Municipal;5
4835;Guarda Municipal de São Francisco do Brejão;Guarda Municipal;5
4836;Guarda Municipal de São Francisco do Conde;Guarda Municipal;5
4837;Guarda Municipal de São Francisco do Glória;Guarda Municipal;5
4838;Guarda Municipal de São Francisco do Guaporé;Guarda Municipal;5
4839;Guarda Municipal de São Francisco do Maranhão;Guarda Municipal;5
4840;Guarda Municipal de São Francisco do Oeste;Guarda Municipal;5
4841;Guarda Municipal de São Francisco do Pará;Guarda Municipal;5
4842;Guarda Municipal de São Francisco do Piauí;Guarda Municipal;5
4843;Guarda Municipal de São Francisco do Sul;Guarda Municipal;5
4844;Guarda Municipal de São Félix;Guarda Municipal;5
4845;Guarda Municipal de São Félix de Balsas;Guarda Municipal;5
4846;Guarda Municipal de São Félix de Minas;Guarda Municipal;5
4847;Guarda Municipal de São Félix do Araguaia;Guarda Municipal;5
4848;Guarda Municipal de São Félix do Coribe;Guarda Municipal;5
4849;Guarda Municipal de São Félix do Piauí;Guarda Municipal;5
4850;Guarda Municipal de São Félix do Tocantins;Guarda Municipal;5
4851;Guarda Municipal de São Félix do Xingu;Guarda Municipal;5
4852;Guarda Municipal de São Gabriel;Guarda Municipal;5
4853;Guarda Municipal de São Gabriel;Guarda Municipal;5
4854;Guarda Municipal de São Gabriel da Cachoeira;Guarda Municipal;5
4855;Guarda Municipal de São Gabriel da Palha;Guarda Municipal;5
4856;Guarda Municipal de São Gabriel do Oeste;Guarda Municipal;5
4857;Guarda Municipal de São Geraldo;Guarda Municipal;5
4858;Guarda Municipal de São Geraldo da Piedade;Guarda Municipal;5
4859;Guarda Municipal de São Geraldo do Araguaia;Guarda Municipal;5
4860;Guarda Municipal de São Geraldo do Baixio;Guarda Municipal;5
4861;Guarda Municipal de São Gonçalo;Guarda Municipal;5
4862;Guarda Municipal de São Gonçalo do Abaeté;Guarda Municipal;5
4863;Guarda Municipal de São Gonçalo do Amarante;Guarda Municipal;5
4864;Guarda Municipal de São Gonçalo do Amarante;Guarda Municipal;5
4865;Guarda Municipal de São Gonçalo do Gurguéia;Guarda Municipal;5
4866;Guarda Municipal de São Gonçalo do Pará;Guarda Municipal;5
4867;Guarda Municipal de São Gonçalo do Piauí;Guarda Municipal;5
4868;Guarda Municipal de São Gonçalo do Rio Abaixo;Guarda Municipal;5
4869;Guarda Municipal de São Gonçalo do Rio Preto;Guarda Municipal;5
4870;Guarda Municipal de São Gonçalo do Sapucaí;Guarda Municipal;5
4871;Guarda Municipal de São Gonçalo dos Campos;Guarda Municipal;5
4872;Guarda Municipal de São Gotardo;Guarda Municipal;5
4873;Guarda Municipal de São Jerônimo;Guarda Municipal;5
4874;Guarda Municipal de São Jerônimo da Serra;Guarda Municipal;5
4875;Guarda Municipal de São Joaquim;Guarda Municipal;5
4876;Guarda Municipal de São Joaquim da Barra;Guarda Municipal;5
4877;Guarda Municipal de São Joaquim de Bicas;Guarda Municipal;5
4878;Guarda Municipal de São Joaquim do Monte;Guarda Municipal;5
4879;Guarda Municipal de São Jorge;Guarda Municipal;5
4880;Guarda Municipal de São Jorge d'Oeste;Guarda Municipal;5
4881;Guarda Municipal de São Jorge do Ivaí;Guarda Municipal;5
4882;Guarda Municipal de São Jorge do Patrocínio;Guarda Municipal;5
4883;Guarda Municipal de São José;Guarda Municipal;5
4884;Guarda Municipal de São José da Barra;Guarda Municipal;5
4885;Guarda Municipal de São José da Bela Vista;Guarda Municipal;5
4886;Guarda Municipal de São José da Boa Vista;Guarda Municipal;5
4887;Guarda Municipal de São José da Coroa Grande;Guarda Municipal;5
4888;Guarda Municipal de São José da Lagoa Tapada;Guarda Municipal;5
4889;Guarda Municipal de São José da Laje;Guarda Municipal;5
4890;Guarda Municipal de São José da Lapa;Guarda Municipal;5
4891;Guarda Municipal de São José da Safira;Guarda Municipal;5
4892;Guarda Municipal de São José da Tapera;Guarda Municipal;5
4893;Guarda Municipal de São José da Varginha;Guarda Municipal;5
4894;Guarda Municipal de São José da Vitória;Guarda Municipal;5
4895;Guarda Municipal de São José das Missões;Guarda Municipal;5
4896;Guarda Municipal de São José das Palmeiras;Guarda Municipal;5
4897;Guarda Municipal de São José de Caiana;Guarda Municipal;5
4898;Guarda Municipal de São José de Espinharas;Guarda Municipal;5
4899;Guarda Municipal de São José de Mipibu;Guarda Municipal;5
4900;Guarda Municipal de São José de Piranhas;Guarda Municipal;5
4901;Guarda Municipal de São José de Princesa;Guarda Municipal;5
4902;Guarda Municipal de São José de Ribamar;Guarda Municipal;5
4903;Guarda Municipal de São José de Ubá;Guarda Municipal;5
4904;Guarda Municipal de São José do Alegre;Guarda Municipal;5
4905;Guarda Municipal de São José do Barreiro;Guarda Municipal;5
4906;Guarda Municipal de São José do Belmonte;Guarda Municipal;5
4907;Guarda Municipal de São José do Bonfim;Guarda Municipal;5
4908;Guarda Municipal de São José do Brejo do Cruz;Guarda Municipal;5
4909;Guarda Municipal de São José do Calçado;Guarda Municipal;5
4910;Guarda Municipal de São José do Campestre;Guarda Municipal;5
4911;Guarda Municipal de São José do Cedro;Guarda Municipal;5
4912;Guarda Municipal de São José do Cerrito;Guarda Municipal;5
4913;Guarda Municipal de São José do Divino;Guarda Municipal;5
4914;Guarda Municipal de São José do Divino;Guarda Municipal;5
4915;Guarda Municipal de São José do Egito;Guarda Municipal;5
4916;Guarda Municipal de São José do Goiabal;Guarda Municipal;5
4917;Guarda Municipal de São José do Herval;Guarda Municipal;5
4918;Guarda Municipal de São José do Hortêncio;Guarda Municipal;5
4919;Guarda Municipal de São José do Inhacorá;Guarda Municipal;5
4920;Guarda Municipal de São José do Jacuri;Guarda Municipal;5
4921;Guarda Municipal de São José do Jacuípe;Guarda Municipal;5
4922;Guarda Municipal de São José do Mantimento;Guarda Municipal;5
4923;Guarda Municipal de São José do Norte;Guarda Municipal;5
4924;Guarda Municipal de São José do Ouro;Guarda Municipal;5
4925;Guarda Municipal de São José do Peixe;Guarda Municipal;5
4926;Guarda Municipal de São José do Piauí;Guarda Municipal;5
4927;Guarda Municipal de São José do Povo;Guarda Municipal;5
4928;Guarda Municipal de São José do Rio Claro;Guarda Municipal;5
4929;Guarda Municipal de São José do Rio Pardo;Guarda Municipal;5
4930;Guarda Municipal de São José do Rio Preto;Guarda Municipal;5
4931;Guarda Municipal de São José do Sabugi;Guarda Municipal;5
4932;Guarda Municipal de São José do Seridó;Guarda Municipal;5
4933;Guarda Municipal de São José do Sul;Guarda Municipal;5
4934;Guarda Municipal de São José do Vale do Rio Preto;Guarda Municipal;5
4935;Guarda Municipal de São José do Xingu;Guarda Municipal;5
4936;Guarda Municipal de São José dos Ausentes;Guarda Municipal;5
4937;Guarda Municipal de São José dos Basílios;Guarda Municipal;5
4938;Guarda Municipal de São José dos Campos;Guarda Municipal;5
4939;Guarda Municipal de São José dos Cordeiros;Guarda Municipal;5
4940;Guarda Municipal de São José dos Pinhais;Guarda Municipal;5
4941;Guarda Municipal de São José dos Quatro Marcos;Guarda Municipal;5
4942;Guarda Municipal de São José dos Ramos;Guarda Municipal;5
4943;Guarda Municipal de São João;Guarda Municipal;5
4944;Guarda Municipal de São João;Guarda Municipal;5
4945;Guarda Municipal de São João Batista;Guarda Municipal;5
4946;Guarda Municipal de São João Batista;Guarda Municipal;5
4947;Guarda Municipal de São João Batista do Glória;Guarda Municipal;5
4948;Guarda Municipal de São João Evangelista;Guarda Municipal;5
4949;Guarda Municipal de São João Nepomuceno;Guarda Municipal;5
4950;Guarda Municipal de São João d'Aliança;Guarda Municipal;5
4951;Guarda Municipal de São João da Baliza;Guarda Municipal;5
4952;Guarda Municipal de São João da Barra;Guarda Municipal;5
4953;Guarda Municipal de São João da Boa Vista;Guarda Municipal;5
4954;Guarda Municipal de São João da Canabrava;Guarda Municipal;5
4955;Guarda Municipal de São João da Fronteira;Guarda Municipal;5
4956;Guarda Municipal de São João da Lagoa;Guarda Municipal;5
4957;Guarda Municipal de São João da Mata;Guarda Municipal;5
4958;Guarda Municipal de São João da Paraúna;Guarda Municipal;5
4959;Guarda Municipal de São João da Ponta;Guarda Municipal;5
4960;Guarda Municipal de São João da Ponte;Guarda Municipal;5
4961;Guarda Municipal de São João da Serra;Guarda Municipal;5
4962;Guarda Municipal de São João da Urtiga;Guarda Municipal;5
4963;Guarda Municipal de São João da Varjota;Guarda Municipal;5
4964;Guarda Municipal de São João das Duas Pontes;Guarda Municipal;5
4965;Guarda Municipal de São João das Missões;Guarda Municipal;5
4966;Guarda Municipal de São João de Iracema;Guarda Municipal;5
4967;Guarda Municipal de São João de Meriti;Guarda Municipal;5
4968;Guarda Municipal de São João de Pirabas;Guarda Municipal;5
4969;Guarda Municipal de São João del Rei;Guarda Municipal;5
4970;Guarda Municipal de São João do Araguaia;Guarda Municipal;5
4971;Guarda Municipal de São João do Arraial;Guarda Municipal;5
4972;Guarda Municipal de São João do Caiuá;Guarda Municipal;5
4973;Guarda Municipal de São João do Cariri;Guarda Municipal;5
4974;Guarda Municipal de São João do Carú;Guarda Municipal;5
4975;Guarda Municipal de São João do Itaperiú;Guarda Municipal;5
4976;Guarda Municipal de São João do Ivaí;Guarda Municipal;5
4977;Guarda Municipal de São João do Jaguaribe;Guarda Municipal;5
4978;Guarda Municipal de São João do Manhuaçu;Guarda Municipal;5
4979;Guarda Municipal de São João do Manteninha;Guarda Municipal;5
4980;Guarda Municipal de São João do Oeste;Guarda Municipal;5
4981;Guarda Municipal de São João do Oriente;Guarda Municipal;5
4982;Guarda Municipal de São João do Pacuí;Guarda Municipal;5
4983;Guarda Municipal de São João do Paraíso;Guarda Municipal;5
4984;Guarda Municipal de São João do Paraíso;Guarda Municipal;5
4985;Guarda Municipal de São João do Pau d'Alho;Guarda Municipal;5
4986;Guarda Municipal de São João do Piauí;Guarda Municipal;5
4987;Guarda Municipal de São João do Polêsine;Guarda Municipal;5
4988;Guarda Municipal de São João do Rio do Peixe;Guarda Municipal;5
4989;Guarda Municipal de São João do Sabugi;Guarda Municipal;5
4990;Guarda Municipal de São João do Soter;Guarda Municipal;5
4991;Guarda Municipal de São João do Sul;Guarda Municipal;5
4992;Guarda Municipal de São João do Tigre;Guarda Municipal;5
4993;Guarda Municipal de São João do Triunfo;Guarda Municipal;5
4994;Guarda Municipal de São João dos Patos;Guarda Municipal;5
4995;Guarda Municipal de São Julião;Guarda Municipal;5
4996;Guarda Municipal de São Leopoldo;Guarda Municipal;5
4997;Guarda Municipal de São Lourenço;Guarda Municipal;5
4998;Guarda Municipal de São Lourenço da Mata;Guarda Municipal;5
4999;Guarda Municipal de São Lourenço da Serra;Guarda Municipal;5
5000;Guarda Municipal de São Lourenço do Oeste;Guarda Municipal;5
5001;Guarda Municipal de São Lourenço do Piauí;Guarda Municipal;5
5002;Guarda Municipal de São Lourenço do Sul;Guarda Municipal;5
5003;Guarda Municipal de São Ludgero;Guarda Municipal;5
5004;Guarda Municipal de São Luis do Piauí;Guarda Municipal;5
5005;Guarda Municipal de São Luiz;Guarda Municipal;5
5006;Guarda Municipal de São Luiz Gonzaga;Guarda Municipal;5
5007;Guarda Municipal de São Luiz do Norte;Guarda Municipal;5
5008;Guarda Municipal de São Luiz do Paraitinga;Guarda Municipal;5
5009;Guarda Municipal de São Luís;Guarda Municipal;5
5010;Guarda Municipal de São Luís Gonzaga do Maranhão;Guarda Municipal;5
5011;Guarda Municipal de São Luís de Montes Belos;Guarda Municipal;5
5012;Guarda Municipal de São Luís do Curu;Guarda Municipal;5
5013;Guarda Municipal de São Luís do Quitunde;Guarda Municipal;5
5014;Guarda Municipal de São Mamede;Guarda Municipal;5
5015;Guarda Municipal de São Manoel do Paraná;Guarda Municipal;5
5016;Guarda Municipal de São Manuel;Guarda Municipal;5
5017;Guarda Municipal de São Marcos;Guarda Municipal;5
5018;Guarda Municipal de São Martinho;Guarda Municipal;5
5019;Guarda Municipal de São Martinho;Guarda Municipal;5
5020;Guarda Municipal de São Martinho da Serra;Guarda Municipal;5
5021;Guarda Municipal de São Mateus;Guarda Municipal;5
5022;Guarda Municipal de São Mateus do Maranhão;Guarda Municipal;5
5023;Guarda Municipal de São Mateus do Sul;Guarda Municipal;5
5024;Guarda Municipal de São Miguel;Guarda Municipal;5
5025;Guarda Municipal de São Miguel Arcanjo;Guarda Municipal;5
5026;Guarda Municipal de São Miguel da Baixa Grande;Guarda Municipal;5
5027;Guarda Municipal de São Miguel da Boa Vista;Guarda Municipal;5
5028;Guarda Municipal de São Miguel das Matas;Guarda Municipal;5
5029;Guarda Municipal de São Miguel das Missões;Guarda Municipal;5
5030;Guarda Municipal de São Miguel de Taipu;Guarda Municipal;5
5031;Guarda Municipal de São Miguel do Aleixo;Guarda Municipal;5
5032;Guarda Municipal de São Miguel do Anta;Guarda Municipal;5
5033;Guarda Municipal de São Miguel do Araguaia;Guarda Municipal;5
5034;Guarda Municipal de São Miguel do Fidalgo;Guarda Municipal;5
5035;Guarda Municipal de São Miguel do Gostoso;Guarda Municipal;5
5036;Guarda Municipal de São Miguel do Guamá;Guarda Municipal;5
5037;Guarda Municipal de São Miguel do Guaporé;Guarda Municipal;5
5038;Guarda Municipal de São Miguel do Iguaçu;Guarda Municipal;5
5039;Guarda Municipal de São Miguel do Oeste;Guarda Municipal;5
5040;Guarda Municipal de São Miguel do Passa Quatro;Guarda Municipal;5
5041;Guarda Municipal de São Miguel do Tapuio;Guarda Municipal;5
5042;Guarda Municipal de São Miguel do Tocantins;Guarda Municipal;5
5043;Guarda Municipal de São Miguel dos Campos;Guarda Municipal;5
5044;Guarda Municipal de São Miguel dos Milagres;Guarda Municipal;5
5045;Guarda Municipal de São Nicolau;Guarda Municipal;5
5046;Guarda Municipal de São Patrício;Guarda Municipal;5
5047;Guarda Municipal de São Paulo;Guarda Municipal;5
5048;Guarda Municipal de São Paulo das Missões;Guarda Municipal;5
5049;Guarda Municipal de São Paulo de Olivença;Guarda Municipal;5
5050;Guarda Municipal de São Paulo do Potengi;Guarda Municipal;5
5051;Guarda Municipal de São Pedro;Guarda Municipal;5
5052;Guarda Municipal de São Pedro;Guarda Municipal;5
5053;Guarda Municipal de São Pedro da Aldeia;Guarda Municipal;5
5054;Guarda Municipal de São Pedro da Cipa;Guarda Municipal;5
5055;Guarda Municipal de São Pedro da Serra;Guarda Municipal;5
5056;Guarda Municipal de São Pedro da União;Guarda Municipal;5
5057;Guarda Municipal de São Pedro da Água Branca;Guarda Municipal;5
5058;Guarda Municipal de São Pedro das Missões;Guarda Municipal;5
5059;Guarda Municipal de São Pedro de Alcântara;Guarda Municipal;5
5060;Guarda Municipal de São Pedro do Butiá;Guarda Municipal;5
5061;Guarda Municipal de São Pedro do Iguaçu;Guarda Municipal;5
5062;Guarda Municipal de São Pedro do Ivaí;Guarda Municipal;5
5063;Guarda Municipal de São Pedro do Paraná;Guarda Municipal;5
5064;Guarda Municipal de São Pedro do Piauí;Guarda Municipal;5
5065;Guarda Municipal de São Pedro do Suaçuí;Guarda Municipal;5
5066;Guarda Municipal de São Pedro do Sul;Guarda Municipal;5
5067;Guarda Municipal de São Pedro do Turvo;Guarda Municipal;5
5068;Guarda Municipal de São Pedro dos Crentes;Guarda Municipal;5
5069;Guarda Municipal de São Pedro dos Ferros;Guarda Municipal;5
5070;Guarda Municipal de São Rafael;Guarda Municipal;5
5071;Guarda Municipal de São Raimundo Nonato;Guarda Municipal;5
5072;Guarda Municipal de São Raimundo das Mangabeiras;Guarda Municipal;5
5073;Guarda Municipal de São Raimundo do Doca Bezerra;Guarda Municipal;5
5074;Guarda Municipal de São Roberto;Guarda Municipal;5
5075;Guarda Municipal de São Romão;Guarda Municipal;5
5076;Guarda Municipal de São Roque;Guarda Municipal;5
5077;Guarda Municipal de São Roque de Minas;Guarda Municipal;5
5078;Guarda Municipal de São Roque do Canaã;Guarda Municipal;5
5079;Guarda Municipal de São Salvador do Tocantins;Guarda Municipal;5
5080;Guarda Municipal de São Sebastião;Guarda Municipal;5
5081;Guarda Municipal de São Sebastião;Guarda Municipal;5
5082;Guarda Municipal de São Sebastião da Amoreira;Guarda Municipal;5
5083;Guarda Municipal de São Sebastião da Bela Vista;Guarda Municipal;5
5084;Guarda Municipal de São Sebastião da Boa Vista;Guarda Municipal;5
5085;Guarda Municipal de São Sebastião da Grama;Guarda Municipal;5
5086;Guarda Municipal de São Sebastião da Vargem Alegre;Guarda Municipal;5
5087;Guarda Municipal de São Sebastião de Lagoa de Roça;Guarda Municipal;5
5088;Guarda Municipal de São Sebastião do Alto;Guarda Municipal;5
5089;Guarda Municipal de São Sebastião do Anta;Guarda Municipal;5
5090;Guarda Municipal de São Sebastião do Caí;Guarda Municipal;5
5091;Guarda Municipal de São Sebastião do Maranhão;Guarda Municipal;5
5092;Guarda Municipal de São Sebastião do Oeste;Guarda Municipal;5
5093;Guarda Municipal de São Sebastião do Paraíso;Guarda Municipal;5
5094;Guarda Municipal de São Sebastião do Passé;Guarda Municipal;5
5095;Guarda Municipal de São Sebastião do Rio Preto;Guarda Municipal;5
5096;Guarda Municipal de São Sebastião do Rio Verde;Guarda Municipal;5
5097;Guarda Municipal de São Sebastião do Tocantins;Guarda Municipal;5
5098;Guarda Municipal de São Sebastião do Uatumã;Guarda Municipal;5
5099;Guarda Municipal de São Sebastião do Umbuzeiro;Guarda Municipal;5
5100;Guarda Municipal de São Sepé;Guarda Municipal;5
5101;Guarda Municipal de São Simão;Guarda Municipal;5
5102;Guarda Municipal de São Simão;Guarda Municipal;5
5103;Guarda Municipal de São Thomé das Letras;Guarda Municipal;5
5104;Guarda Municipal de São Tiago;Guarda Municipal;5
5105;Guarda Municipal de São Tomás de Aquino;Guarda Municipal;5
5106;Guarda Municipal de São Tomé;Guarda Municipal;5
5107;Guarda Municipal de São Tomé;Guarda Municipal;5
5108;Guarda Municipal de São Valentim;Guarda Municipal;5
5109;Guarda Municipal de São Valentim do Sul;Guarda Municipal;5
5110;Guarda Municipal de São Valério;Guarda Municipal;5
5111;Guarda Municipal de São Valério do Sul;Guarda Municipal;5
5112;Guarda Municipal de São Vendelino;Guarda Municipal;5
5113;Guarda Municipal de São Vicente;Guarda Municipal;5
5114;Guarda Municipal de São Vicente;Guarda Municipal;5
5115;Guarda Municipal de São Vicente Ferrer;Guarda Municipal;5
5116;Guarda Municipal de São Vicente Ferrer;Guarda Municipal;5
5117;Guarda Municipal de São Vicente de Minas;Guarda Municipal;5
5118;Guarda Municipal de São Vicente do Seridó;Guarda Municipal;5
5119;Guarda Municipal de São Vicente do Sul;Guarda Municipal;5
5120;Guarda Municipal de Sério;Guarda Municipal;5
5121;Guarda Municipal de Sítio Novo;Guarda Municipal;5
5122;Guarda Municipal de Sítio Novo;Guarda Municipal;5
5123;Guarda Municipal de Sítio Novo do Tocantins;Guarda Municipal;5
5124;Guarda Municipal de Sítio d'Abadia;Guarda Municipal;5
5125;Guarda Municipal de Sítio do Mato;Guarda Municipal;5
5126;Guarda Municipal de Sítio do Quinto;Guarda Municipal;5
5127;Guarda Municipal de Tabaporã;Guarda Municipal;5
5128;Guarda Municipal de Tabapuã;Guarda Municipal;5
5129;Guarda Municipal de Tabatinga;Guarda Municipal;5
5130;Guarda Municipal de Tabatinga;Guarda Municipal;5
5131;Guarda Municipal de Tabaí;Guarda Municipal;5
5132;Guarda Municipal de Tabira;Guarda Municipal;5
5133;Guarda Municipal de Tabocas do Brejo Velho;Guarda Municipal;5
5134;Guarda Municipal de Taboleiro Grande;Guarda Municipal;5
5135;Guarda Municipal de Taboão da Serra;Guarda Municipal;5
5136;Guarda Municipal de Tabuleiro;Guarda Municipal;5
5137;Guarda Municipal de Tabuleiro do Norte;Guarda Municipal;5
5138;Guarda Municipal de Tacaimbó;Guarda Municipal;5
5139;Guarda Municipal de Tacaratu;Guarda Municipal;5
5140;Guarda Municipal de Taciba;Guarda Municipal;5
5141;Guarda Municipal de Tacima;Guarda Municipal;5
5142;Guarda Municipal de Tacuru;Guarda Municipal;5
5143;Guarda Municipal de Taguatinga;Guarda Municipal;5
5144;Guarda Municipal de Taguaí;Guarda Municipal;5
5145;Guarda Municipal de Taiaçu;Guarda Municipal;5
5146;Guarda Municipal de Tailândia;Guarda Municipal;5
5147;Guarda Municipal de Taiobeiras;Guarda Municipal;5
5148;Guarda Municipal de Taipas do Tocantins;Guarda Municipal;5
5149;Guarda Municipal de Taipu;Guarda Municipal;5
5150;Guarda Municipal de Taió;Guarda Municipal;5
5151;Guarda Municipal de Taiúva;Guarda Municipal;5
5152;Guarda Municipal de Talismã;Guarda Municipal;5
5153;Guarda Municipal de Tamandaré;Guarda Municipal;5
5154;Guarda Municipal de Tamarana;Guarda Municipal;5
5155;Guarda Municipal de Tambaú;Guarda Municipal;5
5156;Guarda Municipal de Tamboara;Guarda Municipal;5
5157;Guarda Municipal de Tamboril;Guarda Municipal;5
5158;Guarda Municipal de Tamboril do Piauí;Guarda Municipal;5
5159;Guarda Municipal de Tanabi;Guarda Municipal;5
5160;Guarda Municipal de Tangará;Guarda Municipal;5
5161;Guarda Municipal de Tangará;Guarda Municipal;5
5162;Guarda Municipal de Tangará da Serra;Guarda Municipal;5
5163;Guarda Municipal de Tanguá;Guarda Municipal;5
5164;Guarda Municipal de Tanhaçu;Guarda Municipal;5
5165;Guarda Municipal de Tanque Novo;Guarda Municipal;5
5166;Guarda Municipal de Tanque d'Arca;Guarda Municipal;5
5167;Guarda Municipal de Tanque do Piauí;Guarda Municipal;5
5168;Guarda Municipal de Tanquinho;Guarda Municipal;5
5169;Guarda Municipal de Taparuba;Guarda Municipal;5
5170;Guarda Municipal de Tapauá;Guarda Municipal;5
5171;Guarda Municipal de Tapejara;Guarda Municipal;5
5172;Guarda Municipal de Tapejara;Guarda Municipal;5
5173;Guarda Municipal de Tapera;Guarda Municipal;5
5174;Guarda Municipal de Taperoá;Guarda Municipal;5
5175;Guarda Municipal de Taperoá;Guarda Municipal;5
5176;Guarda Municipal de Tapes;Guarda Municipal;5
5177;Guarda Municipal de Tapira;Guarda Municipal;5
5178;Guarda Municipal de Tapira;Guarda Municipal;5
5179;Guarda Municipal de Tapiramutá;Guarda Municipal;5
5180;Guarda Municipal de Tapiratiba;Guarda Municipal;5
5181;Guarda Municipal de Tapiraí;Guarda Municipal;5
5182;Guarda Municipal de Tapiraí;Guarda Municipal;5
5183;Guarda Municipal de Tapurah;Guarda Municipal;5
5184;Guarda Municipal de Taquara;Guarda Municipal;5
5185;Guarda Municipal de Taquaral;Guarda Municipal;5
5186;Guarda Municipal de Taquaral de Goiás;Guarda Municipal;5
5187;Guarda Municipal de Taquarana;Guarda Municipal;5
5188;Guarda Municipal de Taquaraçu de Minas;Guarda Municipal;5
5189;Guarda Municipal de Taquari;Guarda Municipal;5
5190;Guarda Municipal de Taquaritinga;Guarda Municipal;5
5191;Guarda Municipal de Taquaritinga do Norte;Guarda Municipal;5
5192;Guarda Municipal de Taquarituba;Guarda Municipal;5
5193;Guarda Municipal de Taquarivaí;Guarda Municipal;5
5194;Guarda Municipal de Taquarussu;Guarda Municipal;5
5195;Guarda Municipal de Taquaruçu do Sul;Guarda Municipal;5
5196;Guarda Municipal de Tarabai;Guarda Municipal;5
5197;Guarda Municipal de Tarauacá;Guarda Municipal;5
5198;Guarda Municipal de Tarrafas;Guarda Municipal;5
5199;Guarda Municipal de Tartarugalzinho;Guarda Municipal;5
5200;Guarda Municipal de Tarumirim;Guarda Municipal;5
5201;Guarda Municipal de Tarumã;Guarda Municipal;5
5202;Guarda Municipal de Tasso Fragoso;Guarda Municipal;5
5203;Guarda Municipal de Tatuí;Guarda Municipal;5
5204;Guarda Municipal de Taubaté;Guarda Municipal;5
5205;Guarda Municipal de Tauá;Guarda Municipal;5
5206;Guarda Municipal de Tavares;Guarda Municipal;5
5207;Guarda Municipal de Tavares;Guarda Municipal;5
5208;Guarda Municipal de Tefé;Guarda Municipal;5
5209;Guarda Municipal de Teixeira;Guarda Municipal;5
5210;Guarda Municipal de Teixeira Soares;Guarda Municipal;5
5211;Guarda Municipal de Teixeira de Freitas;Guarda Municipal;5
5212;Guarda Municipal de Teixeiras;Guarda Municipal;5
5213;Guarda Municipal de Teixeirópolis;Guarda Municipal;5
5214;Guarda Municipal de Tejupá;Guarda Municipal;5
5215;Guarda Municipal de Tejuçuoca;Guarda Municipal;5
5216;Guarda Municipal de Telha;Guarda Municipal;5
5217;Guarda Municipal de Telêmaco Borba;Guarda Municipal;5
5218;Guarda Municipal de Tenente Ananias;Guarda Municipal;5
5219;Guarda Municipal de Tenente Laurentino Cruz;Guarda Municipal;5
5220;Guarda Municipal de Tenente Portela;Guarda Municipal;5
5221;Guarda Municipal de Tenório;Guarda Municipal;5
5222;Guarda Municipal de Teodoro Sampaio;Guarda Municipal;5
5223;Guarda Municipal de Teodoro Sampaio;Guarda Municipal;5
5224;Guarda Municipal de Teofilândia;Guarda Municipal;5
5225;Guarda Municipal de Teolândia;Guarda Municipal;5
5226;Guarda Municipal de Teotônio Vilela;Guarda Municipal;5
5227;Guarda Municipal de Terenos;Guarda Municipal;5
5228;Guarda Municipal de Teresina;Guarda Municipal;5
5229;Guarda Municipal de Teresina de Goiás;Guarda Municipal;5
5230;Guarda Municipal de Teresópolis;Guarda Municipal;5
5231;Guarda Municipal de Terezinha;Guarda Municipal;5
5232;Guarda Municipal de Terezópolis de Goiás;Guarda Municipal;5
5233;Guarda Municipal de Terra Alta;Guarda Municipal;5
5234;Guarda Municipal de Terra Boa;Guarda Municipal;5
5235;Guarda Municipal de Terra Nova;Guarda Municipal;5
5236;Guarda Municipal de Terra Nova;Guarda Municipal;5
5237;Guarda Municipal de Terra Nova do Norte;Guarda Municipal;5
5238;Guarda Municipal de Terra Rica;Guarda Municipal;5
5239;Guarda Municipal de Terra Roxa;Guarda Municipal;5
5240;Guarda Municipal de Terra Roxa;Guarda Municipal;5
5241;Guarda Municipal de Terra Santa;Guarda Municipal;5
5242;Guarda Municipal de Terra de Areia;Guarda Municipal;5
5243;Guarda Municipal de Tesouro;Guarda Municipal;5
5244;Guarda Municipal de Teutônia;Guarda Municipal;5
5245;Guarda Municipal de Teófilo Otoni;Guarda Municipal;5
5246;Guarda Municipal de Theobroma;Guarda Municipal;5
5247;Guarda Municipal de Tianguá;Guarda Municipal;5
5248;Guarda Municipal de Tibagi;Guarda Municipal;5
5249;Guarda Municipal de Tibau;Guarda Municipal;5
5250;Guarda Municipal de Tibau do Sul;Guarda Municipal;5
5251;Guarda Municipal de Tietê;Guarda Municipal;5
5252;Guarda Municipal de Tigrinhos;Guarda Municipal;5
5253;Guarda Municipal de Tijucas;Guarda Municipal;5
5254;Guarda Municipal de Tijucas do Sul;Guarda Municipal;5
5255;Guarda Municipal de Timbaúba;Guarda Municipal;5
5256;Guarda Municipal de Timbaúba dos Batistas;Guarda Municipal;5
5257;Guarda Municipal de Timbiras;Guarda Municipal;5
5258;Guarda Municipal de Timburi;Guarda Municipal;5
5259;Guarda Municipal de Timbé do Sul;Guarda Municipal;5
5260;Guarda Municipal de Timbó;Guarda Municipal;5
5261;Guarda Municipal de Timbó Grande;Guarda Municipal;5
5262;Guarda Municipal de Timon;Guarda Municipal;5
5263;Guarda Municipal de Timóteo;Guarda Municipal;5
5264;Guarda Municipal de Tio Hugo;Guarda Municipal;5
5265;Guarda Municipal de Tiradentes;Guarda Municipal;5
5266;Guarda Municipal de Tiradentes do Sul;Guarda Municipal;5
5267;Guarda Municipal de Tiros;Guarda Municipal;5
